formula,activity,syngony,length,length_unit,width,width_unit,depth,depth_unit,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_min_unit,c_max,c_max_unit,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,visual
BNNS@CuS,peroxidase,hexagonal,200,nm,200,nm,200,nm,,0.175,mM,3.76,10-8 MS-1,si,TMB + H2O2,0.2,mM,0.6,mM,100,mM,30,μg/mL,3,35,10.1016/j.snb.2017.02.059,J.SNB.2017.02.059,0,Boron nitride nanosheet/CuS nanocomposites as mimetic peroxidase for sensitive colorimetric detection of cholesterol,Sensors and Actuators B: Chemical,2017,1
BNNS@CuS,peroxidase,hexagonal,200,nm,200,nm,200,nm,,25,mM,12.5,10-8 MS-1,si,H2O2 + TMB,10,mM,100,mM,0.6,mM,30,μg/mL,3,35,10.1016/j.snb.2017.02.059,J.SNB.2017.02.059,0,Boron nitride nanosheet/CuS nanocomposites as mimetic peroxidase for sensitive colorimetric detection of cholesterol,Sensors and Actuators B: Chemical,2017,1
ZnS,peroxidase,cubic,5–10,nm,5–10,nm,5–10,nm,Tetrakis(4-carboxyphenyl)-porphine,5.486,10−5 M,4.80E-01,10−9 M s−1,text,TMB + H2O2,0.04,mM,0.1,mM,0.25,M,0.4,mg/mL,3.8,25,10.1016/j.snb.2017.05.069,J.SNB.2017.05.069,0,A facile strategy to prepare porphyrin functionalized ZnS nanoparticles and their peroxidase-like catalytic activity for colorimetric sensor of hydrogen peroxide and glucose,Sensors and Actuators B: Chemical,2017,1
ZnS,peroxidase,cubic,5–10,nm,5–10,nm,5–10,nm,Tetrakis(4-carboxyphenyl)-porphine,17.24,10−5 M,100.5,10−9 M s−1,text,H2O2 + TMB,100,mM,350,mM,0.5,mM,0.4,mg/mL,3.8,25,10.1016/j.snb.2017.05.069,J.SNB.2017.05.069,0,A facile strategy to prepare porphyrin functionalized ZnS nanoparticles and their peroxidase-like catalytic activity for colorimetric sensor of hydrogen peroxide and glucose,Sensors and Actuators B: Chemical,2017,1
MnO2,peroxidase,,,,30–60,nm,30–60,nm,,0.08,mM,0.6,μM s−1,text,ABTS + H2O2,0.001,mM,1,mM,3,mM,,,,,10.1016/j.snb.2017.06.096,J.SNB.2017.06.096,0,Novel biotemplated MnO2 1D nanozyme with controllable peroxidase-like activity and unique catalytic mechanism and its application for glucose sensing,Sensors and Actuators B: Chemical,2017,0
MnO2,peroxidase,,,,30–60,nm,30–60,nm,,0.06,mM,6.00E-01,μM s−1,text,H2O2 + TMB,0.01,mM,3,mM,1,mM,,,,,10.1016/j.snb.2017.06.096,J.SNB.2017.06.096,0,Novel biotemplated MnO2 1D nanozyme with controllable peroxidase-like activity and unique catalytic mechanism and its application for glucose sensing,Sensors and Actuators B: Chemical,2017,0
CuWO4,peroxidase,triclinic,66,nm,66,nm,66,nm,,0.2,mM,11.3,10−8 × Ms−1,text,TMB + H2O2,,,,,,,,,3,,10.1016/j.snb.2017.06.175,J.SNB.2017.06.175,0,Enhanced peroxidase-like activity of CuWO4 nanoparticles for the detection of NADH and hydrogen peroxide,Sensors and Actuators B: Chemical,2017,0
CuWO4,peroxidase,triclinic,66,nm,66,nm,66,nm,,0.385,mM,472,10−8 × Ms−1,text,H2O2 + TMB,,,,,,,,,3,,10.1016/j.snb.2017.06.175,J.SNB.2017.06.175,0,Enhanced peroxidase-like activity of CuWO4 nanoparticles for the detection of NADH and hydrogen peroxide,Sensors and Actuators B: Chemical,2017,0
Pt,peroxidase,cubic,4.4,nm,4.4,nm,4.4,nm,,127.4,μM,0.00000002,M s−1,text,TMB + H2O2,0.0625,mM,0.5,mM,1,mM,10,μM,4,35,10.1016/j.snb.2017.07.108,J.SNB.2017.07.108,0,Peroxidase activity of biogenic platinum nanoparticles: A colorimetric probe towards selective detection of mercuric ions in water samples,Sensors and Actuators B: Chemical,2018,0
Pt,peroxidase,cubic,4.4,nm,4.4,nm,4.4,nm,,1.14,mM,0.000000031,M s−1,text,H2O2 + TMB,0.25,mM,10,mM,250,μM,10,μM,4,35,10.1016/j.snb.2017.07.108,J.SNB.2017.07.108,0,Peroxidase activity of biogenic platinum nanoparticles: A colorimetric probe towards selective detection of mercuric ions in water samples,Sensors and Actuators B: Chemical,2018,0
Co9S8,peroxidase,,15000,nm,15000,nm,15000,nm,,1.64,mM,99,10−8 M s−1,text,TMB + H2O2,0,mM,1.5,mM,100,mM,50,μg mL−1 ,3,35,10.1016/j.snb.2017.11.057,J.SNB.2017.11.057,0,Novel urchin-like Co9S8 nanomaterials with efficient intrinsic peroxidase-like activity for colorimetric sensing of copper (II) ion,Sensors and Actuators B: Chemical,2018,1
Co9S8,peroxidase,,15000,nm,15000,nm,15000,nm,,7.39,mM,35,10−8 M s−1,text,H2O2 + TMB,0,mM,100,mM,0.5,mM,50,μg mL−1 ,3,35,10.1016/j.snb.2017.11.057,J.SNB.2017.11.057,0,Novel urchin-like Co9S8 nanomaterials with efficient intrinsic peroxidase-like activity for colorimetric sensing of copper (II) ion,Sensors and Actuators B: Chemical,2018,1
MnCo2O4,oxidase,,50–70,nm,50–70,nm,50–70,nm,,0.009,mM,6.04E-08,M s−1,text,TMB,0,mM,0.1,mM,,,10,μg/mL,4,25,10.1016/j.snb.2018.04.150,J.SNB.2018.04.150,0,ssDNA-tailorable oxidase-mimicking activity of spinel MnCo2O4 for sensitive biomolecular detection in food sample,Sensors and Actuators B: Chemical,2018,1
Au/Co3O4-CeOx,peroxidase,cubic,,,,,,,,0.1219,mM,8.58E-01,10−8 M s−1,text,TMB + H2O2,0,mM,0.1,mM,0.25,M,,,5,45,10.1016/j.snb.2018.05.108,J.SNB.2018.05.108,0,Colorimetric and ultrasensitive detection of H2O2 based on Au/Co3O4-CeOx nanocomposites with enhanced peroxidase-like performance,Sensors and Actuators B: Chemical,2018,1
Au/Co3O4-CeOx,peroxidase,cubic,,,,,,,,0.2724,mM,0.3898,10−8 M s−1,text,H2O2 + TMB,0,mM,1,mM,1,mM,,,5,45,10.1016/j.snb.2018.05.108,J.SNB.2018.05.108,0,Colorimetric and ultrasensitive detection of H2O2 based on Au/Co3O4-CeOx nanocomposites with enhanced peroxidase-like performance,Sensors and Actuators B: Chemical,2018,1
MoS2@MgFe2O4,peroxidase,,,,,,,,,0.806,mM,0.000001413,M s−1,text,TMB + H2O2,0,mM,1.2,mM,0.1,mM,10,μg mL−1 ,4,45,10.1016/j.snb.2018.08.051,J.SNB.2018.08.051,0,A flower-like MoS2-decorated MgFe2O4 nanocomposite: Mimicking peroxidase and colorimetric detection of H2O2 and glucose,Sensors and Actuators B: Chemical,2018,1
MoS2@MgFe2O4,peroxidase,,,,,,,,,0.238,mM,0.000000378,M s−1,text,H2O2 + TMB,0,mM,2,mM,0.5,mM,10,μg mL−1 ,4,45,10.1016/j.snb.2018.08.051,J.SNB.2018.08.051,0,A flower-like MoS2-decorated MgFe2O4 nanocomposite: Mimicking peroxidase and colorimetric detection of H2O2 and glucose,Sensors and Actuators B: Chemical,2018,1
MoS2@MgFe2O4,peroxidase,,,,,,,,,1.03,mM,0.0000000141,M s−1,text,ABTS + H2O2,,,,,,,10,μg mL−1 ,4,45,10.1016/j.snb.2018.08.051,J.SNB.2018.08.051,0,A flower-like MoS2-decorated MgFe2O4 nanocomposite: Mimicking peroxidase and colorimetric detection of H2O2 and glucose,Sensors and Actuators B: Chemical,2018,0
CuMnO2,peroxidase,,50–150,nm,50–150,nm,50–150,nm,,0.577,mM,8.15E+00,10-8 M s-1,si,TMB + H2O2,0,mM,1.6,mM,100,mM,0.4,mg/mL,4.5,,10.1016/j.snb.2018.09.120,J.SNB.2018.09.120,0,CuMnO2 nanoflakes as pH-switchable catalysts with multiple enzyme-like activities for cysteine detection,Sensors and Actuators B: Chemical,2019,1
CuMnO2,peroxidase,,50–150,nm,50–150,nm,50–150,nm,,27.653,mM,2.77E+01,10-8 M s-1,si,H2O2 + TMB,0,mM,200,mM,500,mM,0.4,mg/mL,4.5,,10.1016/j.snb.2018.09.120,J.SNB.2018.09.120,0,CuMnO2 nanoflakes as pH-switchable catalysts with multiple enzyme-like activities for cysteine detection,Sensors and Actuators B: Chemical,2019,1
Co3O4-CeO2,peroxidase,cubic,,,,,,,,0.36,mM,16.66,10−8M.s-1,text,TMB + H2O2,0,mM,4,mM,,,3,mg,6,30,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,1
Co3O4-CeO2,peroxidase,cubic,,,,,,,,132.21,mM,4.34,10−8M.s-1,text,H2O2 + TMB,0,mM,600,mM,,,3,mg,6,30,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,1
Co3O4,peroxidase,cubic,,,,,,,,0.51,mM,12.41,10−8M.s-1,text,TMB + H2O2,0,mM,4,mM,,,3,mg,6,30,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,1
Co3O4,peroxidase,cubic,,,,,,,,140.56,mM,3.43,10−8M.s-1,text,H2O2 + TMB,0,mM,600,mM,,,3,mg,6,30,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,1
CeO2,peroxidase,cubic,6,nm,6,nm,6,nm,,0.42,mM,13.74,10−8M.s-1,text,TMB + H2O2,0,mM,4,mM,,,3,mg,6,30,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,1
CeO2,peroxidase,cubic,6,nm,6,nm,6,nm,,138.31,mM,3.98E+00,10−8M.s-1,text,H2O2 + TMB,0,mM,600,mM,,,3,mg,6,30,10.1016/j.snb.2019.01.068,J.SNB.2019.01.068,0,Mimicking peroxidase-like activity of Co3O4-CeO2 nanosheets integrated paper-based analytical devices for detection of glucose with smartphone,Sensors and Actuators B: Chemical,2019,1
MnOOH,oxidase,monoclinic,10000,nm,60,nm,60,nm,,0.037,mM,0.087,μM s–1,text,TMB,0,mM,0.1,mM,,,10,μg mL−1 ,4,,10.1016/j.snb.2019.04.020,J.SNB.2019.04.020,0,A colorimetric paper sensor based on the domino reaction of acetylcholinesterase and degradable Î³-MnOOH nanozyme for sensitive detection of organophosphorus pesticides,Sensors and Actuators B: Chemical,2019,1
Pd,oxidase,cubic,3.8,nm,3.8,nm,3.8,nm,Dithiothreitol,0.15,mM,3.80E-08,M s-1,text,TMB,,,,,,,0.2,mg mL−1,4,,10.1016/j.snb.2019.126876,J.SNB.2019.126876,0,Highly sensitive colorimetric detection of arsenite based on reassembly-induced oxidase-mimicking activity inhibition of dithiothreitol-capped Pd nanozyme,Sensors and Actuators B: Chemical,2019,0
CoMn2O4/Mn2O3,oxidase,,2700,nm,2700,nm,2700,nm,,0.0378,mM,4.4,10-8 M s-1,si,TMB,0,mM,0.8,mM,,,3,mg/L,4,25,10.1016/j.snb.2019.126928,J.SNB.2019.126928,0,Engineered Mn/Co oxides nanocomposites by cobalt doping of Mn-BTC - New oxidase mimetic for colorimetric sensing of acid phosphatase,Sensors and Actuators B: Chemical,2019,1
Mn2O3,oxidase,,9000,nm,9000,nm,9000,nm,,0.0856,mM,2.86,10-8 M s-1,si,TMB,0,mM,0.8,mM,,,3,mg/L,4,25,10.1016/j.snb.2019.126928,J.SNB.2019.126928,0,Engineered Mn/Co oxides nanocomposites by cobalt doping of Mn-BTC - New oxidase mimetic for colorimetric sensing of acid phosphatase,Sensors and Actuators B: Chemical,2019,1
Co3O4,peroxidase,,10,nm,10,nm,10,nm,b-cyclodextrin,0.17,mM,2.81,10-8 M s-1,si,TMB + H2O2,0.1,mM,0.8,mM,,,1,mg mL−1,4.4,25,10.1016/j.snb.2019.127106,J.SNB.2019.127106,0,Co3O4@Î²-cyclodextrin with synergistic peroxidase-mimicking performance as a signal magnification approach for colorimetric determination of ascorbic acid,Sensors and Actuators B: Chemical,2020,1
Co3O4,peroxidase,,10,nm,10,nm,10,nm,b-cyclodextrin,1.42,mM,2.85,10-8 M s-1,si,H2O2 + TMB,1,mM,8,mM,,,1,mg mL−1,4.4,25,10.1016/j.snb.2019.127106,J.SNB.2019.127106,0,Co3O4@Î²-cyclodextrin with synergistic peroxidase-mimicking performance as a signal magnification approach for colorimetric determination of ascorbic acid,Sensors and Actuators B: Chemical,2020,1
Co3O4,peroxidase,,10,nm,10,nm,10,nm,,0.25,mM,1.85,10-8 M s-1,si,TMB + H2O2,0.1,mM,0.8,mM,,,1,mg mL−1,4.4,25,10.1016/j.snb.2019.127106,J.SNB.2019.127106,0,Co3O4@Î²-cyclodextrin with synergistic peroxidase-mimicking performance as a signal magnification approach for colorimetric determination of ascorbic acid,Sensors and Actuators B: Chemical,2020,1
Co3O4,peroxidase,,10,nm,10,nm,10,nm,,5.17,mM,1.79,10-8 M s-1,si,H2O2 + TMB,1,mM,8,mM,,,1,mg mL−1,4.4,25,10.1016/j.snb.2019.127106,J.SNB.2019.127106,0,Co3O4@Î²-cyclodextrin with synergistic peroxidase-mimicking performance as a signal magnification approach for colorimetric determination of ascorbic acid,Sensors and Actuators B: Chemical,2020,1
LaFeO3,peroxidase,orthorhombic,4400,nm,4400,nm,4400,nm,,0.427,mM,0.0000007301,M s-1,text,TMB + H2O2,0.1,mM,1,mM,6,mM,60,μg mL-1,4,40,10.1016/j.snb.2020.128642,J.SNB.2020.128642,0,Perovskite mesoporous LaFeO3 with peroxidase-like activity for colorimetric detection of gallic acid,Sensors and Actuators B: Chemical,2020,0
LaFeO3,peroxidase,orthorhombic,4400,nm,4400,nm,4400,nm,,0.209,mM,0.0000017247,M s-1,text,H2O2 + TMB,0.005,mM,5,mM,1,mM,60,μg mL-1,4,40,10.1016/j.snb.2020.128642,J.SNB.2020.128642,0,Perovskite mesoporous LaFeO3 with peroxidase-like activity for colorimetric detection of gallic acid,Sensors and Actuators B: Chemical,2020,0
NiCo2S4,peroxidase,,570,nm,570,nm,570,nm,"5,10,15,20-tetrakis (4-carboxylphenyl) porphyrin",0.3,mM,34.86,10− 8 Ms-1,text,TMB + H2O2,0.001,mM,0.1,mM,25,mM,,,4,25,10.1016/j.snb.2020.128850,J.SNB.2020.128850,0,"5,10,15,20-tetrakis (4-carboxylphenyl) porphyrin functionalized NiCo2S4 yolk-shell nanospheres: Excellent peroxidase-like activity, catalytic mechanism and fast cascade colorimetric biosensor for cholesterol",Sensors and Actuators B: Chemical,2021,1
NiCo2S4,peroxidase,,570,nm,570,nm,570,nm,"5,10,15,20-tetrakis (4-carboxylphenyl) porphyrin",4.5,mM,4.32,10− 8 Ms-1,text,H2O2 + TMB,1,mM,10,mM,0.1,mM,,,4,25,10.1016/j.snb.2020.128850,J.SNB.2020.128850,0,"5,10,15,20-tetrakis (4-carboxylphenyl) porphyrin functionalized NiCo2S4 yolk-shell nanospheres: Excellent peroxidase-like activity, catalytic mechanism and fast cascade colorimetric biosensor for cholesterol",Sensors and Actuators B: Chemical,2021,1
OV-Mn3O4,oxidase,tetragonal,100− 130,nm,100− 130,nm,100− 130,nm,,1.66,mM,3.97,10-8 M s-1,si,TMB,0,mM,0.7,mM,,,5.5,μg mL-1,5.4,25,10.1016/j.snb.2021.129560,J.SNB.2021.129560,0,Oxygen vacancies modulation Mn3O4 nanozyme with enhanced oxidase-mimicking performance for l-cysteine detection,Sensors and Actuators B: Chemical,2021,1
Mn3O4,oxidase,tetragonal,100− 130,nm,100− 130,nm,100− 130,nm,,13.2,mM,1.35,10-8 M s-1,si,TMB,0,mM,0.7,mM,,,5.5,μg mL-1,5.4,25,10.1016/j.snb.2021.129560,J.SNB.2021.129560,0,Oxygen vacancies modulation Mn3O4 nanozyme with enhanced oxidase-mimicking performance for l-cysteine detection,Sensors and Actuators B: Chemical,2021,1
Co1.5Mn1.5O4,peroxidase,cubic,140,nm,140,nm,140,nm,,0.016,mM,0.0000188,10-8Ms-1,si,TMB + H2O2,0,mM,200,mM,,,1,mg/mL,4,50,10.1016/j.snb.2021.129763,J.SNB.2021.129763,0,Facile preparation of four-in-one nanozyme catalytic platform and the application in selective detection of catechol and hydroquinone,Sensors and Actuators B: Chemical,2021,1
Co1.5Mn1.5O4,peroxidase,cubic,140,nm,140,nm,140,nm,,14.46,mM,8.76E-05,10-8Ms-1,si,H2O2 + TMB,0,mM,200,mM,,,1,mg/mL,4,50,10.1016/j.snb.2021.129763,J.SNB.2021.129763,0,Facile preparation of four-in-one nanozyme catalytic platform and the application in selective detection of catechol and hydroquinone,Sensors and Actuators B: Chemical,2021,1
Co1.5Mn1.5O4,oxidase,cubic,140,nm,140,nm,140,nm,,2.914,μM,0.00000001894,Ms− 1,si,TMB,0,mM,200,mM,,,1,mg/mL,4,50,10.1016/j.snb.2021.129763,J.SNB.2021.129763,0,Facile preparation of four-in-one nanozyme catalytic platform and the application in selective detection of catechol and hydroquinone,Sensors and Actuators B: Chemical,2021,1
Co1.5Mn1.5O4,laccase,cubic,140,nm,140,nm,140,nm,,0.21,M,5.35,mgL‒1min‒1,text,Dopamine,0,mM,0.1,mM,,,1,mg/mL,5,30,10.1016/j.snb.2021.129763,J.SNB.2021.129763,0,Facile preparation of four-in-one nanozyme catalytic platform and the application in selective detection of catechol and hydroquinone,Sensors and Actuators B: Chemical,2021,1
Co1.5Mn1.5O4,catalase,cubic,140,nm,140,nm,140,nm,,,,,,si,H2O2 + Dopamine,0,mM,800,mM,,,1,mg/mL,7,,10.1016/j.snb.2021.129763,J.SNB.2021.129763,0,Facile preparation of four-in-one nanozyme catalytic platform and the application in selective detection of catechol and hydroquinone,Sensors and Actuators B: Chemical,2021,1
Ru@V2O4,oxidase,,,,200− 300,nm,200− 300,nm,,0.045,mM,1.09E-07,M⋅S-1,text,TMB,0.1,mM,1,mM,,,7,μg mL− 1,3.5,25,10.1016/j.snb.2021.130266,J.SNB.2021.130266,0,Facile preparation of Ru@V2O4 nanowires exhibiting excellent tetra-enzyme mimetic activities for sensitive colorimetric H2O2 and cysteine sensing,Sensors and Actuators B: Chemical,2021,0
Ru@V2O4,peroxidase,,,,200− 300,nm,200− 300,nm,,0.183,mM,7.90E-08,M⋅S-1,si,TMB + H2O2,0.1,mM,1,mM,0.5,mM,5,μg mL− 1,4,35,10.1016/j.snb.2021.130266,J.SNB.2021.130266,0,Facile preparation of Ru@V2O4 nanowires exhibiting excellent tetra-enzyme mimetic activities for sensitive colorimetric H2O2 and cysteine sensing,Sensors and Actuators B: Chemical,2021,0
Ru@V2O4,peroxidase,,,,200− 300,nm,200− 300,nm,,0.045,mM,1.36E-07,M⋅S-1,si,H2O2 + TMB,0,mM,0.1,mM,0.25,mM,5,μg mL− 1,4,35,10.1016/j.snb.2021.130266,J.SNB.2021.130266,0,Facile preparation of Ru@V2O4 nanowires exhibiting excellent tetra-enzyme mimetic activities for sensitive colorimetric H2O2 and cysteine sensing,Sensors and Actuators B: Chemical,2021,0
CoMnO3,oxidase,,,,20-40,nm,20-40,nm,,0.167,mM,67.4,10−8 M S−1,text,TMB,,,,,,,,,,,10.1016/j.snb.2023.133540,J.SNB.2023.133540,0,Rapid colorimetric detection of H2O2 in living cells and its upstream series of molecules based on oxidase-like activity of CoMnO3 nanofibers,Sensors and Actuators B: Chemical,2023,0
Cu-CuFe2O4,peroxidase,cubic,7,nm,7,nm,7,nm,sodium dodecyl benzene sulphonate,0.39,mM,23.9,10-8Ms-1,si,TMB + H2O2,0,mM,0.8,mM,0.2,mM,0.5,mg mL− 1,4,35,10.1016/j.surfin.2021.101109,J.SURFIN.2021.101109,0,Improvement of peroxidase-like activity and application for detection of H2O2 and dopamine for SDBS-Cu-CuFe2O4,Surfaces and Interfaces,2021,0
Cu-CuFe2O4,peroxidase,cubic,7,nm,7,nm,7,nm,sodium dodecyl benzene sulphonate,0.21,mM,47.4,10-8Ms-1,si,H2O2 + TMB,0,mM,0.8,mM,0.4,mM,0.5,mg mL− 1,4,35,10.1016/j.surfin.2021.101109,J.SURFIN.2021.101109,0,Improvement of peroxidase-like activity and application for detection of H2O2 and dopamine for SDBS-Cu-CuFe2O4,Surfaces and Interfaces,2021,0
Fe0.5Mn0.5Fe2O4,peroxidase,cubic,8,nm,8,nm,8,nm,PMIDA,0.139,mM,0.0000045,MS−1,text,TMB + H2O2,0,mM,0.8,mM,0.8,M,0.000000000322,M,4,40,10.1016/j.talanta.2011.09.026,J.TALANTA.2011.09.026,0,Development of phosphonate modified Fe(1âˆ’x)MnxFe2O4 mixed ferrite nanoparticles: Novel peroxidase mimetics in enzyme linked immunosorbent assay,Talanta,2011,0
Fe0.5Mn0.5Fe2O4,peroxidase,cubic,8,nm,8,nm,8,nm,PMIDA,310,mM,0.00000363,MS−1,text,H2O2 + TMB,0,mM,1.8,mM,800,μM,0.000000000322,M,4,40,10.1016/j.talanta.2011.09.026,J.TALANTA.2011.09.026,0,Development of phosphonate modified Fe(1âˆ’x)MnxFe2O4 mixed ferrite nanoparticles: Novel peroxidase mimetics in enzyme linked immunosorbent assay,Talanta,2011,0
CuS,peroxidase,hexagonal,40–50,nm,40–50,nm,40–50,nm,,0.0072,mM,0.0000000896,M S-1,text,TMB + H2O2,0,mM,0.075,mM,13,mM,20,μg,4,40,10.1016/j.talanta.2013.01.032,J.TALANTA.2013.01.032,0,CuS nanoparticles as a mimic peroxidase for colorimetric estimation of human blood glucose level,Talanta,2013,1
CuS,peroxidase,hexagonal,40–50,nm,40–50,nm,40–50,nm,,12,mM,0.000000209,M S-1,text,H2O2 + TMB,0,mM,42,mM,100,μM,20,μg,4,40,10.1016/j.talanta.2013.01.032,J.TALANTA.2013.01.032,0,CuS nanoparticles as a mimic peroxidase for colorimetric estimation of human blood glucose level,Talanta,2013,1
Au-Ag,peroxidase,,80,nm,80,nm,80,nm,chitosan,0.396,mMP,1.41,10-8 (M s1),text,TMB + H2O2,,,,,50,mM,,,4,45,10.1016/j.talanta.2015.03.050,J.TALANTA.2015.03.050,0,Simultaneous enzymatic and SERS properties of bifunctional chitosan-modified popcorn-like Au-Ag nanoparticles for high sensitive detection of melamine in milk powder,Talanta,2015,0
Au-Ag,peroxidase,,80,nm,80,nm,80,nm,chitosan,94.7,mMP,2.92,10-8 (M s1),text,H2O2 + TMB,,,,,5,mM,,,4,45,10.1016/j.talanta.2015.03.050,J.TALANTA.2015.03.050,0,Simultaneous enzymatic and SERS properties of bifunctional chitosan-modified popcorn-like Au-Ag nanoparticles for high sensitive detection of melamine in milk powder,Talanta,2015,0
Co3O4@NiO,peroxidase,cubic,,,,,,,,0.036,mM,,,text,TMB + H2O2,0,mM,0.2,mM,,,3,mg mL−1,4,,10.1016/j.talanta.2018.01.019,J.TALANTA.2018.01.019,0,Synthesis of hierarchical Co3O4@NiO core-shell nanotubes with a synergistic catalytic activity for peroxidase mimicking and colorimetric detection of dopamine,Talanta,2018,1
Co3O4@NiO,peroxidase,cubic,,,,,,,,8.17,mM,,,text,H2O2 + TMB,0,mM,20,mM,,,3,mg mL−1,4,,10.1016/j.talanta.2018.01.019,J.TALANTA.2018.01.019,0,Synthesis of hierarchical Co3O4@NiO core-shell nanotubes with a synergistic catalytic activity for peroxidase mimicking and colorimetric detection of dopamine,Talanta,2018,1
Fe3(PO4)2·8H2O,peroxidase,,,,,,,,,0.36,mM,1.58,10−7 M s−1,text,TMB + H2O2,0,mM,1.4,mM,0.6,mM,20,μg/mL,3.6,55,10.1016/j.talanta.2018.01.080,J.TALANTA.2018.01.080,0,3D flower-like ferrous(II) phosphate nanostructures as peroxidase mimetics for sensitive colorimetric detection of hydrogen peroxide and glucose at nanomolar level,Talanta,2018,1
Fe3(PO4)2·8H2O,peroxidase,,,,,,,,,0.11,mM,5.58,10−7 M s−1,text,H2O2 + TMB,0,mM,0.8,mM,0.8,mM,20,μg/mL,3.6,55,10.1016/j.talanta.2018.01.080,J.TALANTA.2018.01.080,0,3D flower-like ferrous(II) phosphate nanostructures as peroxidase mimetics for sensitive colorimetric detection of hydrogen peroxide and glucose at nanomolar level,Talanta,2018,1
Ag3PO4,peroxidase,cubic,500-1200,nm,500-1200,nm,500-1200,nm,,92.3,μM,,,text,TMB,0,mM,0.3,mM,,,,,,,10.1016/j.talanta.2018.07.073,J.TALANTA.2018.07.073,0,Ultrasensitive colorimetric sensing strategy based on ascorbic acid triggered remarkable photoactive-nanoperoxidase for signal amplification and its application to Î±-glucosidase activity detection,Talanta,2018,1
WO3,peroxidase,,20-40,nm,6–7,nm,6–7,nm,,0.0106,mol L−1,1.53E-08,mol L−1 s−1,text,TMB + H2O2,0.2,mM,1.4,mM,1.4,mmol L−1,1.6,μg mL−1,2,25,10.1016/j.talanta.2019.06.003,J.TALANTA.2019.06.003,0,Colorimetric determination of xanthine in urine based on peroxidase-like activity of WO3 nanosheets,Talanta,2019,1
WO3,peroxidase,,20-40,nm,6–7,nm,6–7,nm,,1.26,mol L−1,3.00E-08,mol L−1 s−1,text,H2O2 + TMB,0.02,mM,0.14,mM,0.06,mmol L−1,1.6,μg mL−1,2,25,10.1016/j.talanta.2019.06.003,J.TALANTA.2019.06.003,0,Colorimetric determination of xanthine in urine based on peroxidase-like activity of WO3 nanosheets,Talanta,2019,1
Pt,oxidase,cubic,4.8,nm,4.8,nm,4.8,nm,heparin sodium,0.01012,mM,,,text,TMB,0.001,mM,0.06,mM,,,,,3.5,50,10.1016/j.talanta.2019.120707,J.TALANTA.2019.120707,0,Heparin-platinum nanozymes with enhanced oxidase-like activity for the colorimetric sensing of isoniazid,Talanta,2020,0
CeCoO3,peroxidase,,35,nm,35,nm,35,nm,"N,N-dicarboxymethyl Perylene-diimide",0.012,mM,0.0000000107,Ms−1,text,TMB + H2O2,0,mM,0.08,mM,0.25,M,,,5,35,10.1016/j.talanta.2020.121142,J.TALANTA.2020.121142,0,"N,N-dicarboxymethyl Perylene-diimide modified CeCoO3: Enhanced peroxidase activity, synergetic catalytic mechanism and glutathione colorimetric sensing",Talanta,2020,1
CeCoO3,peroxidase,,35,nm,35,nm,35,nm,"N,N-dicarboxymethyl Perylene-diimide",18.64,mM,0.0000000291,Ms−1,text,H2O2 + TMB,0,mM,10,mM,1,mM,,,5,35,10.1016/j.talanta.2020.121142,J.TALANTA.2020.121142,0,"N,N-dicarboxymethyl Perylene-diimide modified CeCoO3: Enhanced peroxidase activity, synergetic catalytic mechanism and glutathione colorimetric sensing",Talanta,2020,1
ZnCo2O4,peroxidase,,,,,,,,,0.23,mM,4.75,10-8 M/s,text,H2O2 + TMB,1,mM,8,mM,5,mM,1,μg/mL,5,45,10.1016/j.talanta.2020.121680,J.TALANTA.2020.121680,0,Deep eutectic solvents-assisted synthesis of ZnCo2O4 nanosheets as peroxidase-like nanozyme and its application in colorimetric logic gate,Talanta,2021,0
ZnCo2O4,peroxidase,,,,,,,,,0.4,mM,5.90E+00,10-8 M/s,text,OPD + H2O2,1,mM,10,mM,10,mM,1,μg/mL,5,45,10.1016/j.talanta.2020.121680,J.TALANTA.2020.121680,0,Deep eutectic solvents-assisted synthesis of ZnCo2O4 nanosheets as peroxidase-like nanozyme and its application in colorimetric logic gate,Talanta,2021,0
